access,array_size,bits,default,default_changed,description,flag,invalid,map_offset,max,min,name,permission,read_permission,readable,reserved,resolved_access,resolved_array_size,resolved_bit_offset,resolved_bits,resolved_default,resolved_max,resolved_min,resolved_offset,resolved_read_permission,resolved_total_size,resolved_type,resolved_type_size,resolved_write_permission,type,use_bitfields,use_defines,use_enums,writable,write_permission
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,21,,,user_reg[21],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,22,,,user_reg[22],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,23,,,user_reg[23],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,24,,,user_reg[24],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,25,,,user_reg[25],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,26,,,user_reg[26],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,27,,,user_reg[27],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,28,,,user_reg[28],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,29,,,user_reg[29],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,30,,,user_reg[30],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,31,,,user_reg[31],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,32,,,user_reg[32],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,33,,,user_reg[33],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,34,,,user_reg[34],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,35,,,user_reg[35],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,36,,,user_reg[36],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,37,,,user_reg[37],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,38,,,user_reg[38],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,39,,,user_reg[39],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,40,,,user_reg[40],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,41,,,user_reg[41],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,42,,,user_reg[42],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,43,,,user_reg[43],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,44,,,user_reg[44],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,45,,,user_reg[45],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,46,,,user_reg[46],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,47,,,user_reg[47],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,48,,,user_reg[48],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,49,,,user_reg[49],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,50,,,user_reg[50],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,51,,,user_reg[51],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,52,,,user_reg[52],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,53,,,user_reg[53],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,54,,,user_reg[54],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,55,,,user_reg[55],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,56,,,user_reg[56],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,57,,,user_reg[57],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,58,,,user_reg[58],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,59,,,user_reg[59],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,60,,,user_reg[60],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,61,,,user_reg[61],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,62,,,user_reg[62],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,63,,,user_reg[63],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,64,,,user_reg[64],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,65,,,user_reg[65],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,66,,,user_reg[66],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,67,,,user_reg[67],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,68,,,user_reg[68],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,69,,,user_reg[69],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,70,,,user_reg[70],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,71,,,user_reg[71],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,72,,,user_reg[72],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,73,,,user_reg[73],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,74,,,user_reg[74],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,75,,,user_reg[75],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,76,,,user_reg[76],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,77,,,user_reg[77],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,78,,,user_reg[78],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,79,,,user_reg[79],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,80,,,user_reg[80],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,81,,,user_reg[81],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,82,,,user_reg[82],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,83,,,user_reg[83],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,84,,,user_reg[84],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,85,,,user_reg[85],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,86,,,user_reg[86],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,87,,,user_reg[87],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,88,,,user_reg[88],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,89,,,user_reg[89],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,90,,,user_reg[90],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,91,,,user_reg[91],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,92,,,user_reg[92],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,93,,,user_reg[93],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,94,,,user_reg[94],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,95,,,user_reg[95],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,96,,,user_reg[96],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,97,,,user_reg[97],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,98,,,user_reg[98],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,99,,,user_reg[99],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,100,,,user_reg[100],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,101,,,user_reg[101],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,102,,,user_reg[102],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,103,,,user_reg[103],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,104,,,user_reg[104],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,105,,,user_reg[105],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,106,,,user_reg[106],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,107,,,user_reg[107],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,108,,,user_reg[108],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,109,,,user_reg[109],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,110,,,user_reg[110],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,111,,,user_reg[111],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,112,,,user_reg[112],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,113,,,user_reg[113],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,114,,,user_reg[114],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,115,,,user_reg[115],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,116,,,user_reg[116],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,117,,,user_reg[117],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,118,,,user_reg[118],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,119,,,user_reg[119],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
read-write,256,,,,Writable registers for user testing - Starts at 0 and increases 1 each register by default,,,120,,,user_reg[120],interface,[0],False,,3,256,,,,,,0,0,256,uint8_t,1,3,uint8_t,False,False,False,True,"['interface', 'peripheral']"
